,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
184869,2018-07-31,FA0068700,PINKBERRY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7288 W SUNSET BLVD # 1A,LOS ANGELES,90046,95,A
181052,2018-07-17,FA0261719,JINKY'S CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,14120 VENTURA BLVD,SHERMAN OAKS,91423,91,A
173857,2018-06-13,FA0036997,FANTASY CASTLE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2800 E WALNUT AVE,SIGNAL HILL,90755,81,B
178934,2018-07-09,FA0144641,KIM KEE NOODLE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9646 GARVEY AVE #108,SOUTH EL MONTE,91733-1098,95,A
169919,2018-05-29,FA0174804,CHANG'AN,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,227 W VALLEY BLVD # 348,SAN GABRIEL,91776,91,A
194663,2018-09-11,FA0035646,SUSHI ON BRAND,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,308 N BRAND BLVD,GLENDALE,91203,95,A
173515,2018-06-12,FA0257934,MEDRANO'SMEXICAN RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,19319 SOLEDAD CANYON RD,SANTA CLARITA,91351,99,A
195434,2018-09-13,FA0020228,KORA BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,331 E FLORENCE AVE,LOS ANGELES,90003,92,A
141026,2018-01-24,FA0250655,SEN ASIAN KITCHEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2000 AVENUE OF THE STARS 30,LOS ANGELES,90067,91,A
120994,2017-10-20,FA0049206,STAND 16 & BAR 9,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,285 W HUNTINGTON DR,ARCADIA,91007,99,A
198654,2018-09-25,FA0241285,SOUL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,7046 HOLLYWOOD BLVD,LOS ANGELES,90028,96,A
199892,2018-09-28,FA0069345,RANDOLPHS SMOKE HOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8472 S CENTRAL AVE,LOS ANGELES,90001,90,A
195667,2018-09-13,FA0055243,WINCHELLS DONUTS FRANCH,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1128 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,95,A
182110,2018-07-19,FA0033333,SIZZLING THAI KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8330 STEWART AND GRAY RD,DOWNEY,90241,92,A
189770,2018-08-20,FA0052346,THE TOMATO PATCH,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,19730 VENTURA BLVD,WOODLAND HILLS,91364,98,A
175215,2018-06-19,FA0062091,"PD OPERATIONS, INC.",ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4836 S EASTERN AVE,LOS ANGELES,90040,93,A
190270,2018-08-22,FA0244466,LOTUS GARDEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,458 W ARROW HWY,COVINA,91722,92,A
181754,2018-07-18,FA0072472,THE SIDEWALK GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1727 N VERMONT AVE STE 102,LOS ANGELES,90027,96,A
172581,2018-06-07,FA0175096,PAPA JOHN'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2018 W K AVENUE,LANCASTER,93536,95,A
196260,2018-09-18,FA0264496,CHARLIES FAMOUS FRIED CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1824 W MANCHESTER AVE,LOS ANGELES,90047-3007,93,A
187445,2018-08-09,FA0022910,LOUISIANA FRIED CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3101 W ROSECRANS AVE,HAWTHORNE,90250,94,A
177607,2018-06-28,FA0225306,71 ABOVE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,633 W 5TH ST # 7100,LOS ANGELES,90071,92,A
182169,2018-07-19,FA0073070,UMAMI CATESEN,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,852 S BROADWAY,LOS ANGELES,90014,95,A
171727,2018-06-05,FA0252444,RAW JUNKIES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12930 VENTURA BLVD # 114,STUDIO CITY,91604-2200,95,A
161877,2018-04-25,FA0223909,DOMINO'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,27737 BOUQUET CANYON RD STE 134,SANTA CLARITA,91350,91,A
165942,2018-05-10,FA0058519,BOB'S COUNTRY MEATS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,19012 SOLEDAD CANYON RD,CANYON COUNTRY,91351,96,A
175324,2018-06-19,FA0248264,THE POKE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,935 BROXTON AVE,LOS ANGELES,90024,92,A
173339,2018-06-12,FA0010179,COZY CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,307 S PACIFIC COAST HWY,REDONDO BEACH,90277,92,A
114639,2017-09-19,FA0073771,WARNER GRAND THEATER,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,478 W 6TH ST,SAN PEDRO,90731,90,A
160986,2018-04-21,FA0244823,YOGURTLAND,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,20700 AVALON BLVD STE 560,CARSON,90746-3718,90,A
192846,2018-09-04,FA0024080,FRIED RICE EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1828 MARENGO ST,LOS ANGELES,90033,94,A
186591,2018-08-07,FA0166226,SO KONG DONG,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,333 S ALAMEDA ST # 312,LOS ANGELES,90013,90,A
183395,2018-07-25,FA0019124,DOMINOS PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4467 VAN NUYS BLVD,SHERMAN OAKS,91423,98,A
143362,2018-02-06,FA0021340,LARRY'S HAMBURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,639 W CHANNEL ST STE A,SAN PEDRO,90731,79,C
195764,2018-09-14,FA0239141,JINYA BURBANK RAMEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4011 W RIVERSIDE DR,BURBANK,91505,94,A
199567,2018-09-27,FA0065982,LOS TRES COCHINITOS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3111 N MAIN ST,LOS ANGELES,90031,93,A
172451,2018-06-07,FA0013524,FATBURGERS,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,3026 S FIGUEROA ST,LOS ANGELES,90007,96,A
137576,2018-01-09,FA0044130,PIZZA GUY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11723 MOORPARK ST,STUDIO CITY,91604,83,B
175163,2018-06-19,FA0257595,MARISCOS SAN YSIDRO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,13030 VALLEY BLVD,LA PUENTE,91733,92,A
176723,2018-06-25,FA0072082,THAI PEPPER RESTAUTANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6219 FRANKLIN AVE,LOS ANGELES,90028,94,A
169602,2018-05-24,FA0073548,VINTAGE CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6741 BRIGHT AVE,WHITTIER,90601,92,A
170151,2018-05-29,FA0046609,RIVIERA CAFETERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3601 LOMITA BLVD,TORRANCE,90505,86,B
196796,2018-09-19,FA0008977,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,940 N WESTERN AVE STE #E,SAN PEDRO,90732,99,A
171806,2018-06-05,FA0203361,TRATTORIA ALLEGRIA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3600 OCEAN VIEW BLVD # 12,MONTROSE,91208,94,A
196804,2018-09-19,FA0060163,COM TAM NINH KIEU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8748 E VALLEY BLVD STE #A,ROSEMEAD,91770,97,A
190610,2018-08-23,FA0177487,LA SALSA - PICO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11077 W PICO BLVD,LOS ANGELES,90064,91,A
192791,2018-09-04,FA0014767,CHINA EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,945 W PACIFIC COAST HWY STE 101,WILMINGTON,90744,83,B
185035,2018-08-01,FA0008847,BELLFLOWER DINER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,17018 S BELLFLOWER BLVD,BELLFLOWER,90706,98,A
175564,2018-06-20,FA0046550,KRISTY'S MARKET & GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2598 SIERRA CREEK RD,AGOURA HILLS,91301,91,A
191529,2018-08-28,FA0257594,MUDDLE & TWIST RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10863 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601,95,A
180355,2018-07-12,FA0052787,TOMMY'S HAMBURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7200 SEVILLE AVE,HUNTINGTON PARK,90255,97,A
199466,2018-09-27,FA0014847,GELATISSIMO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2682 E GARVEY AVE S,WEST COVINA,91793,98,A
172807,2018-06-08,FA0022642,FARMER BOYS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,15662 ARROW HWY,IRWINDALE,91706,97,A
191407,2018-08-28,FA0263384,FORTUNA POLLO GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4436 LONG BEACH BLVD,LOS ANGELES,90001,90,A
187286,2018-08-09,FA0008445,BASIL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,411 E HUNTINGTON DR #103,ARCADIA,91006,99,A
192795,2018-09-04,FA0009276,CITY CLUB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1029 S SANTA FE AVE,LOS ANGELES,90021,91,A
192138,2018-08-29,FA0223848,TACOS MEXICO MARIA CONTRERAS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18125 SATICOY ST,RESEDA,91335,97,A
186975,2018-08-08,FA0249243,LA UNION,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1217 WALL ST STE 6,LOS ANGELES,90015-2641,95,A
176433,2018-06-23,FA0013151,CARL'S JR,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,7649 VAN NUYS BLVD,VAN NUYS,91405,95,A
173611,2018-06-12,FA0048243,SOUTH BAY ALANO CLUB,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,702 11TH PL,HERMOSA BEACH,90254,99,A
190868,2018-08-24,FA0021089,EL POLLO INKA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1100 PACIFIC COAST HWY STE #2,HERMOSA BEACH,90254,95,A
191384,2018-08-28,FA0061504,EL PARAISO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5737 E OLYMPIC BLVD,COMMERCE,90022,94,A
187101,2018-08-08,FA0159473,SARA THE WINE BAR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3936 SEPULVEDA BLVD,CULVER CITY,90230-4608,96,A
187933,2018-08-13,FA0023541,MANNA KOREAN BBQ,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,333 S ALAMEDA ST STE 305,LOS ANGELES,90013,90,A
86607,2017-05-04,FA0160319,AV COMMUNITY ART CT- PALMDALE PLAY,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,38334 E 10TH ST,PALMDALE,93550,98,A
196566,2018-09-18,FA0046689,SAINT HONORE FRENCH BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2201 W PALOS VERDES DR W,PALOS VERDES PENINSULA,90274,92,A
199379,2018-09-27,FA0058490,BLUE TABLE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4774 PARK GRANADA STE 4,CALABASAS,91302,98,A
192694,2018-08-31,FA0248219,STREET FOOD OF SEOUL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3500 W 6TH ST STE 228,LOS ANGELES,90020,97,A
188250,2018-08-14,FA0245890,JUAN POLLO 47,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6600 E OLYMPIC BLVD # 105,LOS ANGELES,90022-4759,97,A
179199,2018-07-10,FA0261106,EL TACO LOCO MEXICAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5424 LAUREL CANYON BLVD,VALLEY VILLAGE,91607,98,A
196486,2018-09-18,FA0067207,MORRISON HEALTH CARE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2051 MARENGO ST,LOS ANGELES,90033,96,A
179403,2018-07-10,FA0046914,ROSIE THAI FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,20560 E ARROW HWY,COVINA,91724,85,B
175659,2018-06-20,FA0260013,PHO 1945,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,17625 CENTRAL AVE,CARSON,90746,84,B
187937,2018-08-13,FA0139099,MARTHA'S KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2526 DALY ST,LOS ANGELES,90031,91,A
193374,2018-09-05,FA0257307,ROSCOE CHEVRON,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8301 CANOGA AVE,CANOGA PARK,91304,97,A
188851,2018-08-15,FA0258186,SJ  RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1280 E HOLT AVE,POMONA,91766,94,A
195081,2018-09-12,FA0250526,PINKS HOT DOGS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1101 W MCKINLEY SPC 4015,POMONA,91768,100,A
181498,2018-07-18,FA0014430,FRONTIER DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,495 S CITRUS AVE,AZUSA,91702,96,A
193277,2018-09-05,FA0263579,LOVE CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,627 N AZUSA AVE,AZUSA,91702,97,A
181019,2018-07-17,FA0039203,GREENWICH VILLAGE PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8937 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,94,A
196121,2018-09-17,FA0071469,SUPER WOK RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12919 S ATLANTIC AVE # A,COMPTON,90221,95,A
154158,2018-03-23,FA0065614,LEE ESTHERS CREOLE & CAJON,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,830 1/2 E AVENUE Q-6,PALMDALE,93550,95,A
187671,2018-08-10,FA0059380,CAVARETTAS ITALIAN GROCERIES,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,22045 SHERMAN WAY,CANOGA PARK,91303,93,A
135718,2017-12-28,FA0031402,RYO ZAN PAKU,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2589 PACIFIC COAST HWY,TORRANCE,90505,80,B
188459,2018-08-14,FA0202545,TOKO RAME INDONESIAN RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,17155 S BELLFLOWER BLVD,BELLFLOWER,90706,95,A
167729,2018-05-16,FA0052459,TRAN HUNG M,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1103 W WASHINGTON BLVD,MONTEBELLO,90640,94,A
189179,2018-08-16,FA0024539,MENCHIE'S FROZEN YOGURT,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,24201 VALENCIA BLVD STE 3446,VALENCIA,91355,99,A
180998,2018-07-17,FA0062428,FUJI GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2704 E CARSON ST,LAKEWOOD,90712,95,A
191190,2018-08-27,FA0070784,SPICY CITY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,140 W VALLEY BLVD STE #208,SAN GABRIEL,91776,93,A
170326,2018-05-30,FA0255237,BREWPORT TAPHOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,204 MAIN ST,EL SEGUNDO,90245,96,A
150512,2018-03-08,FA0011942,CAFE LANKA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3436 FOOTHILL BLVD # #A,LA CRESCENTA,91214,96,A
170282,2018-05-29,FA0055247,YANG SAN BAK,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3601 W 6TH ST,LOS ANGELES,90020,90,A
199517,2018-09-27,FA0020002,KFC,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,10865 SEPULVEDA BLVD,MISSION HILLS,91345,95,A
193738,2018-09-06,FA0203367,R & J SOUTHERN HOME COOKING,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12817 CRENSHAW BLVD,HAWTHORNE,90250,83,B
182982,2018-07-24,FA0064823,KING CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5508 SAWTELLE BLVD,CULVER CITY,90230,91,A
198195,2018-09-24,FA0251255,UMI BY HAMASAKU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,860 S PACIFIC COAST HWY # 116,EL SEGUNDO,90245,92,A
194393,2018-09-11,FA0252131,DARBAR INDIAN CUSINE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,14611 1/2 VENTURA BLVD,SHERMAN OAKS,91403,85,B
164388,2018-05-03,FA0073871,WESTCHESTER BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6216 W 87TH ST,LOS ANGELES,90045,90,A
182121,2018-07-19,FA0071158,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,160 E DUARTE RD STE D,ARCADIA,91006,96,A
167349,2018-05-16,FA0225595,BLUESALT FISH GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,23215 HAWTHORNE BLVD STE A,TORRANCE,90505,92,A
190280,2018-08-22,FA0037746,MARISCOS NAYARIT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,2983 E IMPERIAL HWY,LYNWOOD,90262,90,A
178035,2018-06-29,FA0026663,SEAFOOD PALACE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,17515 COLIMA RD STE #B,ROWLAND HEIGHTS,91748,97,A
179122,2018-07-10,FA0261235,BLUESTONE LANE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,523 ROSE AVE,VENICE,90291,90,A
167260,2018-05-15,FA0239930,VEGAN MY THAI & SEAFOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,21714 DEVONSHIRE ST,CHATSWORTH,91311-2903,90,A
192280,2018-08-30,FA0262765,DA HAN MONGOLIAN BBQ,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,138 N GRAND AVE,WEST COVINA,91791,97,A
168922,2018-05-23,FA0005731,ALEX THEATRE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,216 N BRAND BLVD,GLENDALE,91203,94,A
141873,2018-01-30,FA0223762,"ALL-STAR PIZZA 8, LLC",ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3272 W SLAUSON AVE,LOS ANGELES,90043,90,A
170898,2018-05-31,FA0256644,SPREAD & LOVE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,818 WILSHIRE BLVD,LOS ANGELES,90017,94,A
152351,2018-03-16,FA0136783,HERMOSA PIE & CAKE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,133 HERMOSA AVE,HERMOSA BEACH,90254,97,A
183339,2018-07-25,FA0163584,CANAAN  CHINESE  CUISINE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2668 E GARVEY AVE S,WEST COVINA,91791,90,A
159384,2018-04-16,FA0243849,MICHELLE'S DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13758 1/2 ROSCOE BLVD,PANORAMA CITY,91402-3840,96,A
177589,2018-06-27,FA0159829,WIENERSCHNITZEL 57,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12056 CARSON ST,HAWAIIAN GARDENS,90716-1142,94,A
106504,2017-08-08,FA0249709,V,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,903 WESTBOURNE DR,WEST HOLLYWOOD,90069,95,A
179984,2018-07-11,FA0136919,YOGURTLAND,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1132 N VERMONT AVE,LOS ANGELES,90029,96,A
172513,2018-06-07,FA0225961,KRAZY KORNER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,901 1/2 SAN FERNANDO RD,SAN FERNANDO,91340,94,A
190409,2018-08-22,FA0073507,VILLAGE PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,131 N LARCHMONT BLVD,LOS ANGELES,90004,97,A
141195,2018-01-25,FA0255753,CHOKO,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,8703 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,95,A
187190,2018-08-08,FA0052011,THE GOOD DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10310 LOWER AZUSA RD,EL MONTE,91731,91,A
159289,2018-04-16,FA0258010,COFFEE AND TEA BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2340 S FAIRFAX AVE,LOS ANGELES,90016,97,A
187501,2018-08-09,FA0248194,PEBBLE CAFE INC.,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,421 N ATLANTIC BLVD # 101,MONTEREY PARK,91754-3271,91,A
193910,2018-09-07,FA0061935,FAIROAKS BURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2560 N FAIR OAKS AVE,ALTADENA,91001,96,A
167431,2018-05-16,FA0259484,DOS AMIGOS RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,14567 TELEGRAPH RD,LA MIRADA,90638,97,A
199159,2018-09-26,FA0028544,PITA BAR & GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,519 N FAIRFAX AVE,LOS ANGELES,90036,95,A
182894,2018-07-24,FA0062132,FLOR BLANCA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4400 S BROADWAY,LOS ANGELES,90037,92,A
185282,2018-08-01,FA0262220,SAM'S HOFBRAU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1751 E OLYMPIC BLVD,LOS ANGELES,90021-1925,99,A
184709,2018-07-31,FA0252153,EL CARISO GOLF COURSE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13100 ELDRIGE AVE,SYLMAR,91342,93,A
183140,2018-07-24,FA0150295,SILVERCREST KITHCHEN,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,947 S HOOVER ST,LOS ANGELES,90006-1915,100,A
196873,2018-09-19,FA0062271,FRANCESCO'S ITALIAN RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,20 MIRALESTE PLZ # A,RANCHO PALOS VERDES,90275,90,A
160070,2018-04-18,FA0020791,EL JACALITO OAXAQUENO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,24609 NARBONNE AVE,LOMITA,90717,90,A
197594,2018-09-20,FA0050570,SWEET SAVORY CAFE & BAKERY,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,138 W BONITA AVE STE 103,SAN DIMAS,91773,97,A
177872,2018-06-28,FA0226469,VINE STREET DELI & CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1241 VINE ST,LOS ANGELES,90038,97,A
192634,2018-08-31,FA0032308,KIM HOA HUE RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9813 GARVEY AVE,SOUTH EL MONTE,91733,97,A
173684,2018-06-12,FA0050491,URBAN RAMEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7300 W SUNSET BLVD STE #A,LOS ANGELES,90046,92,A
183404,2018-07-25,FA0165896,EL CIHUALTECO TAQUERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2325 1/2 S SAN PEDRO ST,LOS ANGELES,90011,97,A
157382,2018-04-09,FA0017604,DAILY DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1047 S PRAIRIE AVE STE 5,INGLEWOOD,90301,90,A
154456,2018-03-27,FA0157909,LEANING TOWER PIZZA & PASTA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,14120 VENTURA BLVD UNIT D,SHERMAN OAKS,91423,82,B
196483,2018-09-18,FA0025630,MOONLIGHT ROLLERWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5110 SAN FERNANDO RD,GLENDALE,91204,100,A
199037,2018-09-26,FA0019557,K C Y RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,501 W VALLEY BLVD,ALHAMBRA,91803,91,A
191970,2018-08-29,FA0225931,LOS ARCOS MEXICAN FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8418 FOOTHILL BLVD,SUNLAND,91040,94,A
167521,2018-05-16,FA0033492,LA PALOMA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2975 FOOTHILL BLVD,LA VERNE,91750,93,A
166421,2018-05-11,FA0015303,GOLDS GYM,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,725 S FIGUEROA ST STE 100,LOS ANGELES,90017,96,A
182974,2018-07-24,FA0248413,KABOB LAND FAMILY RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,416 S CENTRAL AVE,GLENDALE,91204,96,A
170352,2018-05-30,FA0137984,CORNER BAKERY CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,19500 PLUMMER ST #G3,NORTHRIDGE,91324,96,A
197275,2018-09-20,FA0007721,CARNITAS LOYA FAST FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10424 LAUREL CANYON BLVD,PACOIMA,91331,93,A
171363,2018-06-04,FA0138626,SPORTMANS LOUNGE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,13902 IMPERIAL HWY,LA MIRADA,90638,90,A
184292,2018-07-27,FA0160043,IPIC THEATER,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,10840 WILSHIRE BLVD,LOS ANGELES,90024,95,A
190141,2018-08-22,FA0247752,BLUE BOTTLE COFFEE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2066 HILHURST AVE,LOS ANGELES,90027,98,A
172382,2018-06-07,FA0005810,BLIND BARBER,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,10797 WASHINGTON BLVD,CULVER CITY,90232,94,A
188388,2018-08-14,FA0175262,SIGNATURE BURGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3835 MAIN ST,CULVER CITY,90232,92,A
183652,2018-07-25,FA0242213,RED CAR COFFEE SHOP,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,1151 OXFORD RD,SAN MARINO,91108,98,A
184532,2018-07-30,FA0250608,P.H.O.,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5077 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,94,A
192151,2018-08-29,FA0263507,THAI OCEAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,747 S VERMONT AVE,LOS ANGELES,90005,93,A
