,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
177397,2018-06-27,FA0258130,KOBUNGA KOREAN GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,929 W JEFFERSON BLVD,LOS ANGELES,90089,97,A
166664,2018-05-14,FA0170465,HABITAT COFFEE SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3708 N EAGLE ROCK BLVD,LOS ANGELES,90065,96,A
193272,2018-09-05,FA0022212,LITTERATI CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12081 WILSHIRE BLVD,LOS ANGELES,90025,96,A
164323,2018-05-03,FA0049134,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,610 S RAMPART BLVD,LOS ANGELES,90057,95,A
192537,2018-08-30,FA0053381,UMAI SUSHI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,701 E FOOTHILL BLVD,AZUSA,91702,95,A
192463,2018-08-30,FA0240067,Q Q KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9441 1/2 LAS TUNAS DR,TEMPLE CITY,91780,94,A
193873,2018-09-07,FA0006807,CABO CANTINA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,30 WASHINGTON BLVD,MARINA DEL REY,90292,90,A
168419,2018-05-21,FA0002441,85*C BAKERY CAFE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,2626 E GARVEY AVE S,WEST COVINA,91791,97,A
198825,2018-09-26,FA0167380,BERLINS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8474 W 3RD ST,LOS ANGELES,90048,91,A
194793,2018-09-12,FA0058446,BLACK COW CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2219 HONOLULU AVE,MONTROSE,91020,93,A
199554,2018-09-27,FA0035233,LANDINGS/HILTON HOTEL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5711 W CENTURY BLVD,LOS ANGELES,90045,96,A
191063,2018-08-27,FA0242989,EL 7 MARES RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3914 WHITTIER BLVD,LOS ANGELES,90023-2424,94,A
194612,2018-09-11,FA0179667,RICK'S BURGER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,132 W MAIN ST,ALHAMBRA,91801-3511,90,A
190229,2018-08-22,FA0138396,GOLDEN EAGLE BURGER PLACE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16701 S VERMONT AVE,GARDENA,90247,94,A
199544,2018-09-27,FA0065100,LA COLISEUM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3911 S FIGUEROA ST,LOS ANGELES,90037,93,A
167241,2018-05-15,FA0037715,THE VILLA LOUNGE,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,8623 MELROSE AVE,WEST HOLLYWOOD,90069,90,A
182972,2018-07-24,FA0055677,JUE WEI KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,818 E VALLEY BLVD,SAN GABRIEL,91776,96,A
169882,2018-05-29,FA0164966,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1850 W ROSECRANS AVE,COMPTON,90220,95,A
184027,2018-07-26,FA0255993,LUNA'S CAKES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5372 W ADAMS BLVD,LOS ANGELES,90016,97,A
168473,2018-05-21,FA0060408,CROCK N KETTLE SANDWICH SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10723 E SOUTH ST,CERRITOS,90703,94,A
184072,2018-07-26,FA0262340,PASEO EL DORADO RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,254 W FLORENCE AVE,LOS ANGELES,90003,93,A
199044,2018-09-26,FA0138282,KIRIN BUFFET,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,400 S BALDWIN AVE STE 440,ARCADIA,91007,91,A
192026,2018-08-29,FA0043636,PANDA EXPRESS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15207 HAWTHORNE BLVD,LAWNDALE,90260,98,A
163874,2018-05-02,FA0046330,REYNOSO BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3042 WABASH AVE,LOS ANGELES,90063,96,A
199882,2018-09-28,FA0241080,ON AND ON RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13019 ROSECRANS AVE # 101,NORWALK,90650,93,A
168182,2018-05-18,FA0058801,BURGER KING,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,13310 OSBORNE ST,PACOIMA,91331,96,A
175873,2018-06-21,FA0059629,CHICAGO FOR RIBS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8311 LINCOLN BLVD,LOS ANGELES,90045,90,A
194546,2018-09-11,FA0264096,MARTHA'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,25 22ND ST,HERMOSA BEACH,90254,96,A
192593,2018-08-31,FA0250753,BUDDHA BELLY RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,724 S SPRING ST STE 112,LOS ANGELES,90014,92,A
181924,2018-07-19,FA0025720,GLENOAKS MUNICIPAL GOLF COUR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,200 W DAWSON AVE,GLENDORA,91740,98,A
183953,2018-07-26,FA0025889,GREEN GARDEN CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,510 S GLENOAKS BLVD,BURBANK,91502,96,A
172639,2018-06-07,FA0224943,SEIWA MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,21815 HAWTHORNE BLVD,TORRANCE,90503,91,A
188042,2018-08-13,FA0041491,XI'AN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,362 N CANON DR,BEVERLY HILLS,90210,94,A
171739,2018-06-05,FA0240668,SANAMLUANG THAI FOOD INC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12980 SHERMAN WAY UNIT 7,NORTH HOLLYWOOD,91605,91,A
178556,2018-07-05,FA0033715,LA SUPERIOR PANADERIA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,801 S VERMONT AVE # #B,LOS ANGELES,90005,90,A
153085,2018-03-20,FA0039607,VFW POST 3000,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4342 W AVENUE L,LANCASTER,93536,93,A
120996,2017-10-20,FA0049207,STAND 25,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,285 W HUNTINGTON DR,ARCADIA,91007,99,A
178312,2018-07-03,FA0221983,JUICE BUDZ,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,4341 VAN NUYS BLVD,SHERMAN OAKS,91403,95,A
169647,2018-05-25,FA0059205,CARL'S JR,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,140 E FOOTHILL BLVD,POMONA,91767,95,A
185577,2018-08-02,FA0030180,JAPANESE CASTLE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,16222 PARAMOUNT BLVD,PARAMOUNT,90723,97,A
157415,2018-04-09,FA0225008,GOLD MEDAL CHINESE FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1600 W 6TH ST,LOS ANGELES,90017,92,A
198358,2018-09-25,FA0170464,DIAMOND BUFFET AND GRILL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1901 W 7TH ST,LOS ANGELES,90057,92,A
173895,2018-06-13,FA0137014,HOLLENBECK PARK KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1250 N HOLLENBECK AVE,COVINA,91722,96,A
186092,2018-08-06,FA0245252,MARISCO'S CACHANILLA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1600 E HOLT AVE SPAC 27,POMONA,91767,95,A
178588,2018-07-05,FA0070540,NORTH HOLLYWOOD  DINER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,11329 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601,91,A
180869,2018-07-17,FA0162857,BEUL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3819 W 6TH ST,LOS ANGELES,90020,90,A
191025,2018-08-27,FA0241024,BASE COAT -JUICE BAR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,704 MATEO ST,LOS ANGELES,90021,99,A
40745,2016-09-28,FA0062933,GRAND AVE INTERMISSION BAR,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,135 N GRAND AVE,LOS ANGELES,90012,100,A
152490,2018-03-19,FA0058324,BH HOTEL  FOUNTAIN COFFEE RM,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9641 SUNSET BLVD,BEVERLY HILLS,90210,90,A
180399,2018-07-12,FA0041925,ZAHLE RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,12916 VICTORY BLVD,NORTH HOLLYWOOD,91606,95,A
189285,2018-08-16,FA0177582,TENDER GREENS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,21247 HAWTHORNE BLVD,TORRANCE,90503,93,A
168277,2018-05-18,FA0179237,LA POBLANITA BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,39470 E 170TH ST,PALMDALE,93591-3342,98,A
159635,2018-04-17,FA0245857,FIX CAFE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,701 S BROADWAY ST # B,LOS ANGELES,90014,95,A
199269,2018-09-26,FA0051576,THAI DISHES,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6234 W MANCHESTER AVE,LOS ANGELES,90045,84,B
183812,2018-07-26,FA0177739,ACE SUSHI @ VON'S 2078,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9119 RESEDA BLVD,NORTHRIDGE,91324,98,A
174867,2018-06-18,FA0251567,QUADLINE LLC/TESTA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1111 HOPE ST # 100,LOS ANGELES,90015,93,A
188121,2018-08-14,FA0059845,CIELITO LINDO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,OLVERA ST 23,LOS ANGELES,90012,95,A
179187,2018-07-10,FA0020714,EL COMALITO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,307 W ARBOR VITAE ST STE #A,INGLEWOOD,90301,94,A
150995,2018-03-09,FA0052350,THE UDUPI PALACE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18635 S PIONEER BLVD,ARTESIA,90701,96,A
168429,2018-05-21,FA0003086,ANGELES LA MEJOR MEXICAN FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2068 N GAREY AVE,POMONA,91767,99,A
135200,2017-12-26,FA0015930,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,4444 N LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,97,A
183373,2018-07-25,FA0158278,COSTA DEL SOL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2201 S SAN PEDRO ST,LOS ANGELES,90011,98,A
194263,2018-09-10,FA0051685,THE SAN FRANCISCAN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2520 SEPULVEDA BLVD,TORRANCE,90505,94,A
174339,2018-06-14,FA0065285,LA POTRANCA BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,12821 VENICE BLVD,LOS ANGELES,90066,98,A
133081,2017-12-14,FA0013990,FOSTER'S FAMILY DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2201 E WILLOW ST STE F,SIGNAL HILL,90755,73,C
158710,2018-04-12,FA0031853,KATSU-YA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16542 VENTURA BLVD STE 100,ENCINO,91436,98,A
171881,2018-06-06,FA0226423,BERKSHIRE TAVERN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,11363 SANTA MONICA BLVD,LOS ANGELES,90025,90,A
133848,2017-12-19,FA0222148,BK BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,24205 W HAWTHORNE BLVD STE A,TORRANCE,90505-6572,96,A
195704,2018-09-14,FA0142012,CALIFORNIA DINING AT LS,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,3100 LOMITA BLVD,TORRANCE,90505-5104,90,A
169893,2018-05-29,FA0258116,BLUEBIRD BRASSERIE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13730 VENTURA BLVD,SHERMAN OAKS,91423,96,A
173672,2018-06-12,FA0178394,THE SPOT GOURMET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1936 W GLENOAKS BLVD,GLENDALE,91201,94,A
184363,2018-07-27,FA0034931,SUBWAY SANDWICHES & SALADS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8502 W 3RD ST,LOS ANGELES,90048,90,A
184988,2018-07-31,FA0074003,WIENERSCHNITZEL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5141 E IMPERIAL HWY,SOUTH GATE,90280,98,A
183540,2018-07-25,FA0038157,MALEK RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,20050 VANOWEN ST STE #J,WINNETKA,91306,94,A
182426,2018-07-23,FA0167139,800 DEGREES DOWN TOWN LACA LLC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,800 WILSHIRE BLVD,LOS ANGELES,90017,91,A
194668,2018-09-11,FA0052292,TAPIOCA EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,160 E DUARTE RD,ARCADIA,91006,92,A
185251,2018-08-01,FA0149317,PICO SEAFOOD FISH MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3601 W PICO BLVD,LOS ANGELES,90019,93,A
186560,2018-08-07,FA0046629,ROBEKS JUICE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1365 E GLADSTONE ST STE 400,GLENDORA,91740,91,A
195107,2018-09-12,FA0069870,RUBEN AND SONS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2040 W ROSECRANS AVE # 63,GARDENA,90249,90,A
199418,2018-09-27,FA0176824,DESCANSO GARDEN SPA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7226 FOOTHILL BLVD,TUJUNGA,91042,93,A
167837,2018-05-17,FA0239698,CHINA FOOD SERVICES,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,316 E PICO BLVD STE B,LOS ANGELES,90015,92,A
105088,2017-08-02,FA0174529,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6422 PLATT AVE,WEST HILLS,91307,93,A
171805,2018-06-05,FA0052273,TOP FALAFEL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6424 1/4 COLDWATER CANYON AVE,NORTH HOLLYWOOD,91606,93,A
179107,2018-07-10,FA0166078,BAK KUNG KOREAN BBQ 2,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,233 S VERMONT AVE,LOS ANGELES,90004,92,A
186754,2018-08-08,FA0007770,BABY BROS PIZZA CO.,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11007 LOWER AZUSA RD STE #C,EL MONTE,91731,90,A
179057,2018-07-09,FA0051628,THE BELMONT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,747 N LA CIENEGA BLVD,LOS ANGELES,90069,91,A
190476,2018-08-23,FA0225197,BLUE BOTTLE COFFEE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,582 MATEO ST,LOS ANGELES,90013,94,A
185588,2018-08-02,FA0064631,KABAB WAY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6424 SAN FERNANDO RD,GLENDALE,91201,92,A
176937,2018-06-26,FA0031498,JERSEY MIKE'S SUBS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,19350 NORDHOFF ST UNIT C,NORTHRIDGE,91324,90,A
188399,2018-08-14,FA0143738,STAR WOK CHINESE FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,548 E BASELINE RD STE B,CLAREMONT,91711,90,A
197640,2018-09-20,FA0039577,VERACRUZ,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9085 E IMPERIAL HWY,DOWNEY,90242,96,A
196368,2018-09-18,FA0027549,HANNOSUKE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3760 S CENTINELA AVE # #112,LOS ANGELES,90066,99,A
169680,2018-05-25,FA0178472,GO GREEK YOGURT,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6250 TOPANGA CANYON BLVD # 1587,WOODLAND HILLS,91367,96,A
172579,2018-06-07,FA0068054,OYSTER BAR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,174 KINNEY ST,SANTA MONICA,90405,94,A
181849,2018-07-19,FA0151549,CAFE X20,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,551 S GRAND AVE,GLENDORA,91741,96,A
173742,2018-06-13,FA0251655,ANTONIO'S TACOS & KABOB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8450 RESEDA BLVD,NORTHRIDGE,91324,93,A
185767,2018-08-02,FA0052502,TICKLE TREE CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2853 FOOTHILL BLVD,LA CRESCENTA,91214,95,A
156304,2018-04-03,FA0256645,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,23600 HAWTHORNE BLVD # A,TORRANCE,90505,95,A
198249,2018-09-25,FA0007019,ARMANI'S MEDITERRANEAN BAKER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,37935 E 47TH ST E STE A29,PALMDALE,93552,97,A
169566,2018-05-24,FA0171989,TEXAS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4501 WHITTIER BLVD,LOS ANGELES,90022-2453,90,A
192485,2018-08-30,FA0070156,SASOUN BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1700 W GLENOAKS BLVD,GLENDALE,91201,95,A
169970,2018-05-29,FA0021439,EL RANCHON,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3564 S NORMANDIE AVE,LOS ANGELES,90007,97,A
179970,2018-07-11,FA0073686,WABA GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5211 E WASHINGTON BLVD STE #1,COMMERCE,90040,96,A
199494,2018-09-27,FA0160285,"ISA JAPANESE RESTAURANT(RAMEN, SUSHI & CURRY)",ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,916 S LA BREA AVE,LOS ANGELES,90036,70,C
199698,2018-09-27,FA0035037,SUN HA JANG,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4032 W OLYMPIC BLVD,LOS ANGELES,90019,95,A
196993,2018-09-19,FA0039107,MARSTON'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,24011 NEWHALL RANCH RD,VALENCIA,91355,96,A
190609,2018-08-23,FA0160605,LA NUEVA PAZ  RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6807 HAZELTINE ALY,VAN NUYS,91405,92,A
159759,2018-04-17,FA0244727,MASALA GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5607 SAN VICENTE BLVD,LOS ANGELES,90019,92,A
177502,2018-06-27,FA0030033,RANDYS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10989 ROSECRANS AVE B-14,NORWALK,90651-3581,90,A
185737,2018-08-02,FA0202803,SWEET LAB,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8526 VALLEY BLVD STE 112,ROSEMEAD,91770,97,A
195940,2018-09-17,FA0203656,DENNY'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18620 S WESTERN AVE,GARDENA,90248,93,A
190826,2018-08-24,FA0010289,BOCA BURGER WITH A BIT OF AR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,425 W FOOTHILL BLVD,CLAREMONT,91711,90,A
184783,2018-07-31,FA0064573,JULIE'S PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11140 PALMS BLVD,LOS ANGELES,90034,93,A
199285,2018-09-26,FA0136982,TWIST,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,344 S LA BREA AVE,LOS ANGELES,90036,94,A
184418,2018-07-30,FA0222174,BUBBLE REPUBLIC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,800 W LAS TUNAS DR STE 100,SAN GABRIEL,91776,93,A
186173,2018-08-06,FA0248934,TACOS 5 DE MAYO SEAFOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3425 E 1ST ST STE 110,LOS ANGELES,90063,94,A
179628,2018-07-11,FA0018495,DENNY'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,16575 SHERMAN WAY,VAN NUYS,91406,93,A
177034,2018-06-26,FA0043379,PARK THEATRE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6504 PACIFIC BLVD,HUNTINGTON PARK,90255,90,A
192042,2018-08-29,FA0221712,PHO 24,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3450 W 6TH ST # 109B,LOS ANGELES,90020,90,A
191740,2018-08-28,FA0054865,WING N STUFF,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3650 W MLK BLVD,LOS ANGELES,90008,97,A
122893,2017-10-27,FA0162812,SPUDNUTS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4949 W SLAUSON AVE,LOS ANGELES,90056,93,A
174494,2018-06-14,FA0051898,THE EDISON-RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,108 W 2ND ST #101,LOS ANGELES,90012,94,A
167634,2018-05-16,FA0046381,ROXBURY CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,459 N ROXBURY DR,BEVERLY HILLS,90210,90,A
195102,2018-09-12,FA0225047,RIVIERA VILLAGE PIZZA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1725 S CATALINA AVE,REDONDO BEACH,90277,95,A
102129,2017-07-19,FA0062203,FOOTHILL CINEMA 10,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,854 E ALOSTA AVE,AZUSA,91702,97,A
173751,2018-06-13,FA0057948,BAKERY HOUSE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2383 FOOTHILL BLVD #C,LA CANADA FLINTRIDGE,91011,95,A
149986,2018-03-06,FA0055155,YAKITORI-SHIN SEN GUMI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18517 S WESTERN AVE,GARDENA,90248,90,A
164505,2018-05-04,FA0172036,MAMA EARTH BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17246 VANOWEN ST,VAN NUYS,91406,92,A
188347,2018-08-14,FA0026838,PUPUSERIA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2078 S ATLANTIC BLVD,MONTEREY PARK,91754,91,A
160468,2018-04-19,FA0028750,HUDSON HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,514 N PACIFIC COAST HWY,REDONDO BEACH,90277,90,A
189069,2018-08-16,FA0015822,G'S JUICE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,343 CULVER BLVD STE 102,PLAYA DEL REY,90293,96,A
187839,2018-08-13,FA0059742,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5240 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,97,A
162478,2018-04-26,FA0072771,TOP DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2201 W PICO BLVD,LOS ANGELES,90006,94,A
40608,2016-09-28,FA0005418,AHMANSON FOUNDERS ROOM,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,135 N GRAND AVE,LOS ANGELES,90012,97,A
195338,2018-09-13,FA0021238,EL POLLO LOCO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5319 W SUNSET BLVD,LOS ANGELES,90027,96,A
166359,2018-05-11,FA0014410,BRAHMA CAFE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,6203 WINNETKA AVE,WOODLAND HILLS,91371,93,A
184590,2018-07-30,FA0052783,TOMMY'S FAMOUS HAMBURGERS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1310 N SAN FERNANDO BLVD,BURBANK,91504,98,A
199522,2018-09-27,FA0020319,KOUTOUBIA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2116 WESTWOOD BLVD,LOS ANGELES,90025,91,A
191932,2018-08-29,FA0261068,JIMMY JOHN'S,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,600 W 7TH # 160,LOS ANGELES,90017,94,A
181287,2018-07-17,FA0036318,TAMON,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,328 E 1ST ST,LOS ANGELES,90012,90,A
92532,2017-06-02,FA0058604,BOULEVARD 3,ACTIVE,RESTAURANT (151 + ) SEATS LOW RISK,6523 W SUNSET BLVD,LOS ANGELES,90028,98,A
197252,2018-09-20,FA0058132,BEECH STREET CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,863 SWARTHMORE AVE # #A,PACIFIC PALISADES,90272,93,A
194955,2018-09-12,FA0018929,JITLADA RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5233 1/2 W SUNSET BLVD,LOS ANGELES,90027,98,A
195794,2018-09-14,FA0041141,MAN SOO DEUNG SIM,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,3423 W 8TH ST,LOS ANGELES,90005,96,A
194383,2018-09-11,FA0015921,COFFEE & FLOWER GALLERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2557 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,95,A
199569,2018-09-27,FA0244221,LUCHINI,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1603 N CAHUENGA BLVD,LOS ANGELES,90028,86,B
154420,2018-03-27,FA0064058,J SPOT COMEDY CLUB,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5581 W MANCHESTER AVE,LOS ANGELES,90045,91,A
186555,2018-08-07,FA0069513,REYNAS PUPUSERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4300 S VERMONT AVE,LOS ANGELES,90037,94,A
196966,2018-09-19,FA0034314,LAS PALMAS DE COLIMA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1553 E 120TH ST,LOS ANGELES,90059,96,A
166824,2018-05-14,FA0251603,THE FLAME BROILER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2532 E WORKMAN AVE,WEST COVINA,91790,93,A
182340,2018-07-20,FA0067616,NIRVANA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,314 E 1ST ST,LOS ANGELES,90012,90,A
131401,2017-12-07,FA0224711,PAUL'S TAVERN,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,15425 CHATSWORTH ST,MISSION HILLS,91345,98,A
190397,2018-08-22,FA0243651,THE SWEET SWIRL FROZEN YOGURT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,450 AUTO CENTER DR,CLAREMONT,91711,98,A
